title,episodes,score,year,type,status,rating,duration,genres,studios,duration_min
Triangle Heart: Sweet Songs Forever,4.0,6.13,0,OVA,Finished Airing,R - 17+ (violence & profanity),28 min per ep,"['Adventure', 'Romance']",['Seven Arcs'],28.0
Tsubasa Chronicle,26.0,7.51,2005,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",['Bee Train'],25.0
Ultra Maniac,26.0,7.16,2003,TV,Finished Airing,G - All Ages,23 min per ep,"['Comedy', 'Fantasy', 'Romance']",['Ashi Productions'],23.0
Ultra Maniac OVA,1.0,6.61,0,OVA,Finished Airing,G - All Ages,21 min,"['Comedy', 'Fantasy', 'Romance']",['Ashi Productions'],21.0
Vandread,13.0,7.15,2000,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Sci-Fi', 'Ecchi']",['Gonzo'],22.0
Vandread: The Second Stage,13.0,7.38,2001,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Sci-Fi', 'Ecchi']",['Gonzo'],22.0
Tenkuu no Escaflowne,26.0,7.66,1996,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Adventure', 'Fantasy', 'Romance']",['Sunrise'],24.0
Whistle!,39.0,7.37,2002,TV,Finished Airing,G - All Ages,24 min per ep,['Sports'],['Studio Comet'],24.0
Xenosaga The Animation,12.0,6.33,2005,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Sci-Fi'],['Toei Animation'],23.0
Initial D First Stage,26.0,8.36,1998,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Action', 'Drama']","['Gallop', 'Studio Comet']",25.0
Initial D Second Stage,13.0,8.19,1999,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Drama']",['Pastel'],23.0
Initial D Third Stage,1.0,7.92,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 44 min,"['Action', 'Drama']",['Studio Deen'],1.0
Gosenzo Sane,4.0,6.17,0,OVA,Finished Airing,Rx - Hentai,30 min per ep,"['Comedy', 'Mystery', 'Supernatural', 'Hentai']",['AIC'],30.0
Love Hina,24.0,7.09,2000,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Romance', 'Ecchi']",['Xebec'],23.0
Love Hina Again,3.0,7.2,0,OVA,Finished Airing,PG-13 - Teens 13 or older,28 min per ep,"['Comedy', 'Romance', 'Ecchi']",['Xebec'],28.0
Love Hina Christmas Special: Silent Eve,1.0,7.3,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,45 min,"['Comedy', 'Romance']",['Xebec'],45.0
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,1.0,7.17,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,46 min,"['Adventure', 'Comedy', 'Romance']",['Xebec'],46.0
Maburaho,24.0,6.72,2003,TV,Finished Airing,R+ - Mild Nudity,23 min per ep,"['Comedy', 'Drama', 'Romance', 'Ecchi']",['J.C.Staff'],23.0
Macross Zero,5.0,7.48,0,OVA,Finished Airing,R+ - Mild Nudity,31 min per ep,"['Adventure', 'Sci-Fi']",['Satelight'],31.0
Onegai☆Teacher,12.0,7.08,2002,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Drama', 'Romance', 'Sci-Fi']",['Daume'],22.0
Onegai☆Twins,12.0,6.8,2003,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Drama', 'Sci-Fi']",['Daume'],23.0
Rizelmine,24.0,6.5,2002,TV,Finished Airing,R+ - Mild Nudity,15 min per ep,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']","['Madhouse', 'Imagin']",15.0
Speed Grapher,24.0,7.29,2005,TV,Finished Airing,R+ - Mild Nudity,23 min per ep,"['Action', 'Mystery', 'Suspense']",['Gonzo'],23.0
Sen to Chihiro no Kamikakushi,1.0,8.77,0,Movie,Finished Airing,PG - Children,2 hr 4 min,"['Adventure', 'Award Winning', 'Fantasy']",['Studio Ghibli'],2.0
Tenshi na Konamaiki,50.0,7.42,2002,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Comedy', 'Romance']",['TMS Entertainment'],24.0
Video Girl Ai,6.0,7.19,0,OVA,Finished Airing,R+ - Mild Nudity,29 min per ep,"['Comedy', 'Drama', 'Romance', 'Ecchi']",['Production I.G'],29.0
Wolf's Rain,26.0,7.79,2003,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",['Bones'],23.0
Words Worth,5.0,6.73,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,"['Adventure', 'Fantasy', 'Hentai']",['Arms'],28.0
Yumeria,12.0,6.05,2004,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Comedy', 'Ecchi']",['Studio Deen'],24.0
Samurai Champloo,26.0,8.52,2004,TV,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Action', 'Adventure', 'Comedy']",['Manglobe'],24.0
Lodoss-tou Senki: Eiyuu Kishi Den,27.0,7.12,1998,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",['AIC'],23.0
Lodoss-tou Senki,13.0,7.32,0,OVA,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Action', 'Adventure', 'Fantasy']",['Madhouse'],24.0
R.O.D: Read or Die,3.0,7.61,0,OVA,Finished Airing,PG-13 - Teens 13 or older,31 min per ep,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",['Studio Deen'],31.0
R.O.D: The TV,26.0,7.52,2003,TV,Finished Airing,R+ - Mild Nudity,25 min per ep,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['J.C.Staff'],25.0
Ranma ½,161.0,7.77,1989,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Action', 'Comedy', 'Romance', 'Ecchi']",['Studio Deen'],24.0
Pure Mail,2.0,6.18,0,OVA,Finished Airing,Rx - Hentai,29 min per ep,['Hentai'],['Datama Film'],29.0
Project A-Ko,1.0,6.86,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 23 min,"['Adventure', 'Comedy', 'Sci-Fi']",['APPP'],1.0
Pia Carrot e Youkoso!!,3.0,6.08,0,OVA,Finished Airing,Rx - Hentai,27 min per ep,"['Comedy', 'Hentai']",['Triple X'],27.0
Pia Carrot e Youkoso!! 2,3.0,6.28,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,"['Comedy', 'Hentai']",['Triple X'],28.0
Pia Carrot e Youkoso!! 2 DX,6.0,6.32,0,OVA,Finished Airing,PG-13 - Teens 13 or older,28 min per ep,"['Comedy', 'Romance']",['Garyuu Studio'],28.0
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,1.0,5.87,0,Movie,Finished Airing,PG-13 - Teens 13 or older,47 min,"['Comedy', 'Romance']",['I-move'],47.0
Shin Angel,5.0,6.29,0,OVA,Finished Airing,Rx - Hentai,33 min per ep,"['Comedy', 'Drama', 'Hentai']",['Arms'],33.0
Kidou Senkan Nadesico,26.0,7.49,1996,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Romance', 'Sci-Fi']",['Xebec'],23.0
Kidou Senkan Nadesico: The Prince of Darkness,1.0,6.74,0,Movie,Finished Airing,R - 17+ (violence & profanity),1 hr 19 min,"['Award Winning', 'Drama', 'Sci-Fi']",['Xebec'],1.0
Kuro no Danshou,4.0,5.66,0,OVA,Finished Airing,Rx - Hentai,31 min per ep,"['Horror', 'Hentai']",['JOF'],31.0
Mezzo Forte,2.0,6.64,0,OVA,Finished Airing,Rx - Hentai,30 min per ep,"['Action', 'Comedy', 'Sci-Fi', 'Hentai']",['Arms'],30.0
Mezzo DSA,13.0,6.63,2004,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",['Arms'],24.0
Dragon Ball,153.0,7.98,1986,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Toei Animation'],24.0
Dragon Ball GT,64.0,6.52,1996,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Toei Animation'],24.0
Elfen Lied,13.0,7.46,2004,TV,Finished Airing,R+ - Mild Nudity,25 min per ep,"['Action', 'Drama', 'Horror', 'Romance', 'Suspense']",['Arms'],25.0
FLCL,6.0,8.04,0,OVA,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Avant Garde', 'Comedy', 'Sci-Fi', 'Suspense']","['Gainax', 'Production I.G']",25.0
Jigoku Shoujo,26.0,7.6,2005,TV,Finished Airing,R - 17+ (violence & profanity),25 min per ep,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",['Studio Deen'],25.0
Ninin ga Shinobuden,12.0,6.88,2004,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,['Comedy'],['ufotable'],23.0
Air Master,27.0,6.95,2003,TV,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Action', 'Comedy']",['Toei Animation'],24.0
Asagiri no Miko,26.0,6.16,2002,TV,Finished Airing,PG - Children,12 min per ep,"['Action', 'Comedy', 'Supernatural']","['Chaos Project', 'GANSIS']",12.0
Cardcaptor Sakura,70.0,8.18,1998,TV,Finished Airing,PG - Children,25 min per ep,"['Adventure', 'Comedy', 'Drama', 'Romance']",['Madhouse'],25.0
Daa! Daa! Daa!,78.0,7.65,2000,TV,Finished Airing,G - All Ages,25 min per ep,"['Comedy', 'Sci-Fi']",['J.C.Staff'],25.0
Dan Doh!!,26.0,6.66,2004,TV,Finished Airing,G - All Ages,24 min per ep,"['Adventure', 'Sports']",['Tokyo Kids'],24.0
Meitantei Conan,2.0,8.18,1996,TV,Currently Airing,PG-13 - Teens 13 or older,24 min,"['Adventure', 'Comedy', 'Mystery']",['TMS Entertainment'],24.0
E's Otherwise,26.0,6.59,2003,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Studio Pierrot'],23.0
Koukyoushihen Eureka Seven,50.0,8.05,2005,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",['Bones'],24.0
Rekka no Honoo,42.0,7.34,1997,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure']",['Studio Pierrot'],23.0
Gankutsuou,24.0,8.11,2004,TV,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",['Gonzo'],24.0
Genshiken,12.0,7.63,2004,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,['Comedy'],['Palm Studio'],25.0
Girls Bravo: First Season,11.0,6.35,2004,TV,Finished Airing,R+ - Mild Nudity,23 min per ep,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",['AIC Spirits'],23.0
Gokusen,13.0,7.43,2004,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Action', 'Comedy']",['Madhouse'],23.0
Gravitation,13.0,6.89,2000,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Boys Love', 'Comedy']",['Studio Deen'],22.0
Agatha Christie no Meitantei Poirot to Marple,39.0,6.92,2004,TV,Finished Airing,G - All Ages,25 min per ep,['Mystery'],['OLM'],25.0
Great Teacher Onizuka,43.0,8.68,1999,TV,Finished Airing,R - 17+ (violence & profanity),25 min per ep,['Comedy'],['Studio Pierrot'],25.0
Groove Adventure Rave,51.0,7.2,2001,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",['Studio Deen'],24.0
Harukanaru Toki no Naka de: Hachiyou Shou,26.0,7.01,2004,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Fantasy', 'Romance']",['Yumeta Company'],24.0
Ichigo 100%,12.0,6.61,2005,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Romance', 'Ecchi']",['Madhouse'],23.0
InuYasha,167.0,7.87,2000,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Adventure', 'Fantasy', 'Romance']",['Sunrise'],24.0
Konjiki no Gash Bell!!,150.0,7.56,2003,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure', 'Comedy', 'Supernatural']",['Toei Animation'],23.0
Kyou kara Maou!,78.0,7.61,2004,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Adventure', 'Comedy', 'Fantasy']",['Studio Deen'],25.0
Madlax,26.0,7.03,2004,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Drama', 'Mystery', 'Supernatural']",['Bee Train'],24.0
Jungle wa Itsumo Hare nochi Guu,26.0,7.8,2001,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Comedy'],['Shin-Ei Animation'],23.0
Jungle wa Itsumo Hare nochi Guu Deluxe,6.0,7.79,0,OVA,Finished Airing,PG-13 - Teens 13 or older,26 min per ep,['Comedy'],['Shin-Ei Animation'],26.0
Jungle wa Itsumo Hare nochi Guu Final,7.0,7.62,0,OVA,Finished Airing,PG-13 - Teens 13 or older,26 min per ep,"['Award Winning', 'Comedy']",['Shin-Ei Animation'],26.0
Hoshi no Koe,1.0,7.08,0,OVA,Finished Airing,PG-13 - Teens 13 or older,24 min,"['Award Winning', 'Drama', 'Romance', 'Sci-Fi']",['CoMix Wave Films'],24.0
Ikkitousen,13.0,6.37,2003,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Action', 'Ecchi']",['J.C.Staff'],24.0
Hitsuji no Uta,4.0,6.12,0,OVA,Finished Airing,R - 17+ (violence & profanity),28 min per ep,"['Drama', 'Horror']",['Madhouse'],28.0
Happy☆Lesson,5.0,6.6,0,OVA,Finished Airing,PG-13 - Teens 13 or older,30 min per ep,"['Comedy', 'Romance']","['Studio Kyuuma', 'Venet', 'Chaos Project']",30.0
Happy☆Lesson (TV),13.0,6.61,2002,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Drama', 'Romance']",['Studio Hibari'],23.0
Happy☆Lesson Advance,13.0,6.78,2003,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Comedy', 'Romance']",['Studio Hibari'],24.0
Happy☆Lesson The Final,3.0,6.79,0,OVA,Finished Airing,PG-13 - Teens 13 or older,30 min per ep,"['Comedy', 'Romance']",['Studio Ranmaru'],30.0
Hajime no Ippo,75.0,8.78,2000,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Sports'],['Madhouse'],23.0
Hajime no Ippo: Champion Road,1.0,8.25,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,1 hr 31 min,['Sports'],['Madhouse'],1.0
Hajime no Ippo: Mashiba vs. Kimura,1.0,8.25,0,OVA,Finished Airing,PG-13 - Teens 13 or older,1 hr 1 min,['Sports'],['Madhouse'],1.0
Gunparade March: Arata Naru Kougunka,12.0,6.71,2003,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Drama', 'Romance', 'Sci-Fi']",['J.C.Staff'],23.0
Gungrave,26.0,7.81,2003,TV,Finished Airing,R - 17+ (violence & profanity),25 min per ep,"['Action', 'Drama', 'Sci-Fi']",['Madhouse'],25.0
Golden Boy,6.0,8.04,0,OVA,Finished Airing,R+ - Mild Nudity,28 min per ep,"['Adventure', 'Comedy', 'Ecchi']",['APPP'],28.0
Bleach,366.0,7.99,2004,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Adventure', 'Supernatural']",['Studio Pierrot'],24.0
Hellsing,13.0,7.5,2001,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Action', 'Horror', 'Supernatural']",['Gonzo'],23.0
Gad Guard,26.0,6.66,2003,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Adventure', 'Sci-Fi']","['Gonzo', 'Amber Film Works']",23.0
Noir,26.0,7.28,2001,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Drama', 'Mystery']",['Bee Train'],24.0
Mahoutsukai ni Taisetsu na Koto,12.0,6.7,2003,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Fantasy', 'Slice of Life']","['J.C.Staff', 'Viewworks']",23.0
Kiddy Grade,24.0,7.17,2002,TV,Finished Airing,R+ - Mild Nudity,23 min per ep,['Sci-Fi'],['Gonzo'],23.0
Love♥Love?,9.0,5.85,2004,TV,Finished Airing,R+ - Mild Nudity,14 min per ep,"['Comedy', 'Romance', 'Ecchi']","['Imagin', 'Studio Live']",14.0
Mahoromatic: Automatic Maiden,12.0,7.13,2001,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']","['Gainax', 'Shaft']",24.0
Mahoromatic: Motto Utsukushii Mono,14.0,7.12,2002,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi']","['Gainax', 'Shaft']",24.0
Viewtiful Joe,51.0,6.77,2004,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Comedy', 'Sci-Fi']",['Group TAC'],24.0
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,13.0,7.07,2003,TV,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Horror', 'Mystery', 'Supernatural']",['TMS Entertainment'],24.0
Animal Yokochou,51.0,7.13,2005,TV,Finished Airing,G - All Ages,23 min per ep,"['Adventure', 'Comedy', 'Fantasy']",['Gallop'],23.0
Akane Maniax,3.0,5.72,0,OVA,Finished Airing,PG-13 - Teens 13 or older,27 min per ep,"['Comedy', 'Romance']",['Silver'],27.0
Angel Heart,50.0,7.25,2005,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Drama', 'Mystery', 'Romance']",['TMS Entertainment'],23.0
Akage no Anne,50.0,7.88,1979,TV,Finished Airing,G - All Ages,25 min per ep,['Drama'],['Nippon Animation'],25.0
Area 88 (TV),12.0,7.0,2004,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Drama', 'Romance']",['Group TAC'],23.0
Argento Soma,25.0,6.77,2000,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Adventure', 'Drama', 'Sci-Fi']",['Sunrise'],25.0
B'T X,25.0,7.04,1996,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Adventure', 'Sci-Fi']",['TMS Entertainment'],22.0
Grappler Baki (TV),24.0,7.45,2001,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,['Sports'],['Group TAC'],25.0
Bakuten Shoot Beyblade,51.0,6.81,2001,TV,Finished Airing,PG - Children,23 min per ep,"['Adventure', 'Comedy', 'Sports']",['Madhouse'],23.0
Comic Party,13.0,6.59,2001,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Comedy', 'Drama']",['OLM'],24.0
Seikai no Monshou,13.0,7.62,1999,TV,Finished Airing,PG-13 - Teens 13 or older,26 min per ep,"['Action', 'Romance', 'Sci-Fi']",['Sunrise'],26.0
D.C.S.S: Da Capo Second Season,26.0,6.93,2005,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Drama', 'Romance', 'Supernatural']",['feel.'],23.0
Dear Boys,26.0,6.77,2003,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Drama', 'Sports']",['A.C.G.T.'],24.0
Di Gi Charat,16.0,6.86,1999,TV,Finished Airing,G - All Ages,4 min per ep,"['Comedy', 'Fantasy', 'Sci-Fi']",['Madhouse'],4.0
Divergence Eve,13.0,5.95,2003,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Adventure', 'Drama', 'Sci-Fi']",['Radix'],24.0
Divergence Eve 2: Misaki Chronicles,13.0,6.34,2004,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Adventure', 'Drama', 'Sci-Fi']",['Radix'],24.0
Dragon Drive,38.0,6.69,2002,TV,Finished Airing,PG - Children,23 min per ep,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Madhouse'],23.0
Grenadier: Hohoemi no Senshi,12.0,6.68,2004,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Adventure', 'Comedy', 'Ecchi']","['Group TAC', 'Studio Live']",24.0
.hack//Tasogare no Udewa Densetsu,12.0,6.55,2003,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Adventure', 'Comedy', 'Fantasy']",['Bee Train'],23.0
.hack//Liminality,4.0,6.59,0,OVA,Finished Airing,PG-13 - Teens 13 or older,33 min per ep,['Mystery'],['Bee Train'],33.0
3x3 Eyes,4.0,6.7,0,OVA,Finished Airing,R - 17+ (violence & profanity),29 min per ep,"['Action', 'Horror', 'Romance', 'Supernatural']",['Toei Animation'],29.0
Cinderella Boy,13.0,6.32,2003,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Action', 'Adventure', 'Comedy', 'Mystery']",['Magic Bus'],25.0
Mirai Shounen Conan,26.0,8.1,1978,TV,Finished Airing,PG-13 - Teens 13 or older,29 min per ep,"['Adventure', 'Drama', 'Sci-Fi']",['Nippon Animation'],29.0
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,48.0,6.88,1998,TV,Finished Airing,G - All Ages,7 min per ep,"['Comedy', 'Supernatural']",['OLM'],7.0
Aa! Megami-sama! Movie,1.0,7.54,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 46 min,"['Comedy', 'Romance', 'Supernatural']",['AIC'],1.0
Abashiri Ikka,4.0,5.29,0,OVA,Finished Airing,R+ - Mild Nudity,18 min per ep,"['Action', 'Comedy', 'Ecchi']","['Studio Pierrot', 'Tokyo Kids']",18.0
Abenobashi Mahou☆Shoutengai,13.0,7.21,2002,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Award Winning', 'Comedy', 'Fantasy', 'Ecchi']",['Madhouse'],24.0
Kerokko Demetan,39.0,6.28,1973,TV,Finished Airing,PG - Children,24 min per ep,"['Comedy', 'Fantasy']",['Tatsunoko Production'],24.0
Zettai Shounen,26.0,6.88,2005,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",['Ajia-do'],25.0
Akahori Gedou Hour Rabuge,13.0,6.18,2005,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Comedy'],['Radix'],24.0
"Chiisana Obake: Acchi, Kocchi, Socchi",50.0,6.19,1991,TV,Finished Airing,G - All Ages,25 min per ep,"['Comedy', 'Supernatural']",['Studio Pierrot'],25.0
Ace wo Nerae!,26.0,7.13,1973,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Drama', 'Romance', 'Sports']",['Tokyo Movie Shinsha'],24.0
Ace wo Nerae! Final Stage,12.0,6.95,0,OVA,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Drama', 'Sports']",['Tokyo Movie Shinsha'],24.0
Ace wo Nerae! (1979),1.0,6.94,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 28 min,"['Drama', 'Romance', 'Sports']",['Tokyo Movie Shinsha'],1.0
Ace wo Nerae! 2,13.0,7.28,0,OVA,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Drama', 'Sports']",['Tokyo Movie Shinsha'],24.0
Xiao Qian,1.0,6.4,0,Movie,Finished Airing,PG - Children,1 hr 24 min,"['Action', 'Drama', 'Fantasy', 'Romance']",['Triangle Staff'],1.0
Nageki no Kenkou Yuuryouji,3.0,6.19,0,OVA,Finished Airing,Rx - Hentai,25 min per ep,"['Comedy', 'Girls Love', 'Hentai']",['AIC'],25.0
Final Fantasy VII: Advent Children,1.0,7.71,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 41 min,"['Action', 'Fantasy']",['Square Enix Visual Works'],1.0
Hand Maid May,10.0,6.68,2000,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",['TNK'],23.0
Happy World!,3.0,5.98,0,OVA,Finished Airing,PG-13 - Teens 13 or older,26 min per ep,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",['Zexcs'],26.0
A Kite,2.0,6.54,0,OVA,Finished Airing,Rx - Hentai,26 min per ep,"['Action', 'Drama', 'Hentai']",['Arms'],26.0
Najica Dengeki Sakusen,12.0,5.97,2001,TV,Finished Airing,R+ - Mild Nudity,23 min per ep,"['Action', 'Comedy', 'Sci-Fi', 'Ecchi']","['Studio Fantasia', 'Amber Film Works']",23.0
Paradise Kiss,12.0,7.88,2005,TV,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Drama', 'Romance']",['Madhouse'],24.0
Mousou Dairinin,13.0,7.66,2004,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Avant Garde', 'Award Winning', 'Drama', 'Mystery', 'Supernatural', 'Suspense']",['Madhouse'],24.0
Kidou Keisatsu Patlabor: On Television,47.0,7.71,1989,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Comedy', 'Sci-Fi']",['Sunrise'],24.0
Peach Girl,25.0,6.92,2005,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Drama', 'Romance']",['Studio Comet'],24.0
Petshop of Horrors,4.0,7.24,1999,TV,Finished Airing,R+ - Mild Nudity,23 min per ep,"['Horror', 'Mystery', 'Supernatural']",['Madhouse'],23.0
Puchi Pri*Yucie,26.0,7.42,2002,TV,Finished Airing,G - All Ages,25 min per ep,"['Comedy', 'Fantasy']","['Gainax', 'AIC']",25.0
Piano,10.0,6.03,2002,TV,Finished Airing,G - All Ages,24 min per ep,"['Drama', 'Romance']",['OLM'],24.0
Planetes,26.0,8.24,2003,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Award Winning', 'Drama', 'Romance', 'Sci-Fi']",['Sunrise'],25.0
Midori no Hibi,13.0,7.21,2004,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",['Studio Pierrot'],24.0
Mahoujin Guruguru,45.0,7.61,1994,TV,Finished Airing,G - All Ages,23 min per ep,"['Adventure', 'Comedy', 'Fantasy']",['Nippon Animation'],23.0
